time,length
324511792, 94475200
73558750, 1585298
164072667, 31850897
162310708, 30577402
317995751, 78734783
101787709, 5961219
281472792, 75931269
256811084, 71777264
273004625, 62469838
170765083, 36088742
279419208, 77584741
285408292, 55668154
347774375, 96582836
290126708, 80573925
116790917, 15032403
76733167, 3470198
108016250, 14735625
164370000, 34953195
140099333, 26833180
191568584, 41510089
54113625, 4601970
157924875, 28872671
238163084, 51613622
356152000, 102057378
132756167, 22703364
189113375, 34268178
154242500, 31311512
171789250, 36131762
306577291, 95131931
350371583, 100995950
112700666, 18467931
273366500, 63520573
183795459, 42759115
201619542, 53346765
168428083, 25154746
583009875, 79144077
177491625, 25139564
477308167, 82949048
220487458, 37459496
92959209, 7181321
304254291, 83774436
108630959, 11336740
80481833, 12260320
371216667, 102683039
83964750, 13741737
145317333, 26774544
316732292, 90700501
124356417, 27868757
312240792, 99983492
309386500, 75471945
165115542, 39177880
191358500, 43275474
301790250, 85177547
222920042, 59280413
333290084, 107011127
281895125, 73279850
279043000, 78659212
112648958, 20262697
167031417, 37903162
68634417, 2139730
57023792, 470792
126625500, 19668358
298493792, 53922995
365761875, 99667124
324151208, 89425006
202965584, 47259166
304961084, 88245302
158365041, 27883852
369763292, 103634762
334485500, 93306602
73563708, 1371646
210256751, 53033729
84415250, 3131022
117753500, 22164147
200987875, 43286058
314397667, 92587800
215057833, 58482204
156514292, 27117657
320467084, 81899479
335184626, 101820956
306480667, 84855119
360811792, 97987427
49633458, 1861131
194898542, 49287522
335187667, 97528023
445966167, 103854269
230020958, 55612888
277355000, 66145449
142156458, 25093447
184932375, 38080581
128118500, 31446270
324391542, 85686130
228153500, 47855449
184680250, 39586412
284740750, 77232398
222082125, 53984584
158457833, 27505062
84966125, 9071401
339342292, 77323440
316628417, 83291054
131087625, 21643683
269172291, 71886623
80393250, 8086983
75404500, 21233
217228292, 61074310
275700084, 65188444
120125625, 20014142
194446625, 45359875
304127166, 91233232
105169500, 12005094
355362750, 108099356
274225250, 62130540
56445583, 338011
58201958, 1725700
93213000, 7269736
200559417, 48786633
100741417, 18332570
205179208, 48185500
144235458, 27173675
158104917, 26514406
252193917, 63671375
266757167, 72789854
347166542, 104142113
262847334, 67137370
359723875, 94406057
280580250, 79955502
55514208, 2769593
296692459, 74498998
369852833, 100989664
363116625, 106891063
225899875, 52212503
261488166, 69768179
100081459, 20673425
322410416, 88389499
286702500, 84586867
160988500, 33230556
263530583, 79902145
271161292, 67989948
313208042, 75675286
391756709, 95445708
167477625, 38541804
108122334, 7569316
254650000, 62878604
401962500, 107262989
363612667, 100704600
333505791, 78607281
340311458, 79723356
204635709, 48448675
192906334, 46902325
114612208, 12961503
130900333, 18166705
156603251, 39394735
118036875, 15059266
304710250, 64935032
198845334, 39286864
331762208, 79861969
231825166, 40716485
283938458, 71599288
407055708, 86978044
347924875, 76636382
114901500, 20796632
64984708, 1057378
79922708, 5039227
353861917, 81435042
292508208, 42287932
118688916, 16598448
139008375, 26702608
254931542, 73357208
329110167, 89427520
323981208, 79988371
466124209, 101782531
345213917, 76270773
290118542, 72045215
172048500, 36943492
120344000, 20649010
392649751, 102501399
132494959, 27713820
128935375, 13644519
364137000, 68477376
171854542, 31108830
173721708, 30211717
91341125, 2784174
421322501, 79211681
433191542, 69190048
136242916, 15228157
177653167, 30347715
285511875, 70691489
325398209, 83204793
179266459, 46638475
148742709, 28778498
137925417, 31650897
218621584, 46585507
246050125, 63379098
270766917, 68510106
116473625, 16445119
194494875, 46671665
170248375, 30748275
429052292, 106326326
441784333, 98642420
100652292, 10520197
276866375, 77902741
427540167, 102796679
194971583, 50709847
327181291, 98903683
90026333, 5553648
335249792, 86707395
494930542, 107862155
444329958, 101336971
66767500, 7641790
230695667, 53996087
238339000, 59827751
198955375, 49951706
209516625, 54519009
309317000, 84765417
67022667, 1241886
377883167, 101053951
343809917, 101505372
126702000, 28914062
180324625, 41764090
363732750, 104801924
348674458, 101220837
290880917, 79863141
111763333, 22973200
226648833, 54092719
306961667, 87094454
373582667, 105160647
228979458, 55412212
142531125, 27628361
234612083, 61070499
210778667, 60771224
164871292, 37770502
127805458, 22454637
347046500, 95118455
220750166, 49206200
286062125, 79562213
88971708, 6607215
121882751, 20364373
276738334, 64271705
164695458, 18563881
105964083, 10400440
68432042, 6182163
185887167, 42420047
303480083, 85907890
90118667, 5907349
319216958, 100781912
302400000, 79758153
221765459, 55811453
167907417, 42166570
91201291, 7429196
294060292, 69593677
319941125, 93936859
72788000, 2147424
217345500, 46551071
293259083, 79585799
60624833, 850792
212552708, 54957949
337664042, 101066320
351364584, 94013347
50970084, 3760687
143285542, 23558508
274273542, 73423773
353977125, 97732148
203834500, 55252961
82841292, 3691742
168030542, 39308547
226462958, 53206673
91651542, 10894779
340751375, 99227577
336910541, 92526188
104770000, 14811192
291144459, 77325054
135106292, 10596099
104500375, 16705809
71881458, 3601823
226209834, 60911476
325179459, 87965511
272817542, 77430893
155750458, 37901857
80570375, 4490382
351263500, 101726092
245834750, 59395015
275587083, 73620347
147027209, 27353092
168826583, 27310896
333904126, 87528007
311255666, 86717967
75592667, 6488315
55368750, 1533204
149206917, 21774158
336494584, 102894896
353566125, 81255093
145697875, 24057621
355082209, 99976845
162456916, 35733426
255872083, 73433400
275063750, 80923352
273885292, 73746756
271846375, 83783724
46233833, 1991416
119464667, 15878690
300287209, 78987730
330313333, 91200049
336874917, 80888384
103294750, 14432961
184379208, 39526356
344052667, 93464597
345720667, 105671661
313401959, 89270368
344471334, 98804880
93194458, 8641597
97831583, 17148001
121971708, 20752339
261087583, 65365301
355381667, 107517908
129056333, 14358590
139507375, 26525756
112539791, 16847674
63665791, 1682303
336175126, 100201149
273982417, 77730913
249240791, 67604386
125842792, 17889597
337559709, 96758014
256241833, 76956599
145692042, 26063223
329452834, 86883757
330256750, 98708826
326815458, 95148121
301748209, 84436793
319699292, 95358247
179212834, 39399755
221371458, 54100400
349912042, 97394843
160063666, 33736823
386965667, 108126752
201811041, 49174645
247743334, 68769888
143838541, 30249949
263072292, 58252791
268185416, 72076803
77155666, 7227849
214480083, 46333068
350769167, 94389246
169427542, 35095460
317221500, 78821117
63879541, 2073970
231443041, 59421866
162622292, 33384359
383804208, 96057673
120262417, 14199443
101345542, 8035510
371975709, 102219403
285537458, 73901441
115513333, 17634114
320616291, 89160965
310754375, 88114752
139766625, 20978526
302946667, 81511098
262902125, 61508731
208324958, 51791838
371876209, 107047147
145692542, 32151604
150926667, 19955944
65924542, 1176971
127266416, 8986137
349413375, 77385758
288230792, 66468326
343693250, 75407739
231020750, 65882087
258334750, 68425726
183548167, 33905969
125085208, 3670793
92525000, 6557115
141855250, 20980505
291441709, 68281732
184368333, 41887081
229790833, 48523938
270116958, 75092898
299569542, 80999627
172517584, 34199614
184077125, 37475912
142510333, 23091856
294144959, 84630457
235273209, 60810734
125524417, 24819663
322966250, 84728012
139106667, 28479176
197890166, 53698994
86562417, 7211738
114741792, 14634921
66729250, 3486528
214264791, 55909505
331594375, 92516717
108836916, 14529126
325422251, 71831444
313268334, 92173504
442976292, 102429883
342047958, 67874810
55228250, 1865226
303486126, 76380339
188197584, 28055232
294713708, 81245688
493600000, 102782463
368061125, 75490864
226204792, 53272072
175654250, 46751881
348613083, 97579242
269743375, 78147852
81612166, 8442743
166206083, 34715955
206095000, 32516658
356207542, 88423933
269468875, 56107605
393861125, 97025308
180128708, 41374542
284222292, 71112927
300874084, 85719380
105129834, 14013611
244492458, 55384473
154601958, 27455295
134598750, 25187406
365906917, 104252615
55792083, 314000
247400167, 51877718
180430250, 36163456
67319750, 985779
129322458, 20528626
331333500, 101708537
52261084, 2475808
352483792, 94729104
230122083, 58119787
67695125, 4840079
143009084, 24774568
360101459, 96419642
164596584, 28148034
90133500, 8588530
362605458, 101634797
191252750, 45647439
134435333, 21478196
264671500, 75187705
185964084, 45178202
106383041, 10130355
145227667, 15325727
158822500, 32553102
93116458, 8584858
109613708, 17372850
238635375, 58493067
351620167, 100602905
186378667, 34450276
320193792, 90600097
235448500, 55236077
158056708, 34994346
315849708, 88766969
207682959, 60000055
329968417, 75364446
326397916, 78247736
315222250, 73108355
71849084, 5041285
286376251, 77527432
99879834, 17481882
51871375, 871208
383859833, 83684215
317821417, 83456362
336415333, 102258938
282807084, 73683384
114968000, 21116505
165125083, 43516016
282645834, 79838597
355178334, 101330394
301457833, 85439435
169518208, 38232608
104602875, 19466169
98023542, 9066439
155175500, 39001264
126688083, 21681547
254861751, 67463814
84661083, 4344471
136029417, 30166923
127198334, 18749944
122304208, 27094623
145576375, 32032004
270148209, 68988947
105664166, 13002960
277134959, 68438439
264143917, 69189401
52632750, 422140
123491500, 21494320
283999083, 67832051
126534709, 25999093
369252750, 108000931
186532709, 57518744
90718583, 7015928
48021292, 4029200
133509625, 30571247
100557583, 14806201
280248958, 72191978
249091000, 53781376
133820875, 24815055
173970542, 37731413
168699875, 39114187
338750959, 97228540
146816667, 25792714
187794084, 47440271
117342292, 18859336
270833750, 55003279
96846875, 3976702
100743291, 8584285
293994751, 79844581
199383667, 35747469
286545084, 71852256
164316417, 31832788
211970208, 49347764
315610542, 94561800
60452251, 1128661
209070459, 46128895
73847292, 2624770
200738042, 45703662
281088084, 80725305
160307792, 31582915
254135750, 66657003
131608126, 22097799
109365875, 10829502
77528542, 6798117
360609792, 97176315
397584667, 104768119
426915333, 103574685
361402458, 90560148
252237542, 49935695
310307542, 89253389
272460417, 74633116
264130208, 72500677
88677583, 8674987
226213125, 58854437
67003208, 7000993
251859250, 63749247
211107334, 56076114
204831375, 54819048
211902167, 55427392
298618459, 78620209
113500458, 14149090
170400917, 44339130
290439291, 73074322
104293000, 19528194
226478416, 60222903
355724125, 98632825
226526750, 52789194
377745917, 103445066
233232167, 53814810
336303209, 103660226
372128125, 105256274
89775125, 10882934
267588542, 75650574
87610083, 14311143
162989208, 30270953
216846667, 51939787
211133125, 54637623
77914375, 6869584
95303291, 13480136
114831959, 18947203
279030875, 62882555
101250000, 5034395
417448583, 97932058
399892708, 107521618
230942125, 61228007
260827291, 45176192
382828708, 78944968
310031334, 76968214
338053791, 66045995
175709000, 24913812
380353209, 96543307
332824708, 80863864
340346251, 104641903
177739667, 39927675
105163584, 11037240
211853375, 47022907
265438542, 61335389
426667791, 93542248
52835875, 121407
279684667, 75428050
318055584, 81449985
125573625, 18854164
382953042, 98548642
318280792, 81342281
87011750, 7749365
315586208, 49535729
208883959, 56365459
37941000, 573923
365085834, 93918665
219193583, 52057181
356524583, 101401373
302207542, 83595978
298178125, 64203080
184346333, 49354930
332985708, 85663291
122105042, 25200765
372068625, 81365189
288971417, 73473567
84114875, 6218264
194944459, 48458102
307727917, 89103388
116761459, 25622971
218462084, 54526336
243659375, 47272508
96946459, 11299402
210126750, 45658612
120076792, 20341080
138213542, 24333877
320509500, 87770527
287063542, 81383520
173753792, 45168016
117100584, 24678380
155504125, 34374506
210250375, 59410420
249944041, 65949223
274178709, 80880907
259798083, 61322297
41184834, 1103219
229751583, 56904755
87204584, 8364014
58298209, 1199546
346397417, 105110904
157883959, 37526746
148199042, 28504355
174504000, 39061821
118616584, 17620120
169453375, 37872659
188910583, 46529861
313340167, 89765379
74476292, 3959058
329136791, 92450664
350634917, 88463791
292284792, 83301382
361055292, 101953073
290706875, 84569170
361463542, 105569607
227888125, 57639688
204711125, 47279075
239805250, 45317682
346040500, 96493459
331089042, 93519486
390101042, 77248423
368203542, 99361606
200234875, 51264132
296378500, 83209921
338693583, 98960147
147084084, 26389038
116618500, 28327120
139889750, 27305674
213114167, 53571264
103779709, 12765237
101966958, 10675934
147614666, 26130643
263851625, 72606211
281892042, 71911208
353443084, 102004794
210702959, 50847074
99590750, 9517940
50842917, 3376283
66223000, 3707002
386034667, 93716767
106919750, 13507264
140691958, 29456406
339306541, 103310420
238686292, 59929925
158501959, 33327082
176041959, 39886075
332919334, 83771765
100782292, 14306294
98188833, 15220202
236736625, 63535864
234819167, 63954964
245554625, 62197798
199278334, 56167089
245846958, 60795129
58818834, 613110
168378250, 37992121
287645125, 82447911
158112125, 35956323
228953458, 61181715
91509459, 11315456
108383708, 9231318
123011000, 18920207
147758083, 33297506
357409042, 101269730
200444334, 48327319
70291916, 1468733
353681584, 106787009
254372500, 78579391
87685250, 7049024
125040459, 25838148
218236583, 57697739
310256583, 69911045
342941584, 97146321
183663084, 47336782
268287834, 62443172
343898250, 96282794
290358417, 80371234
175684917, 39344257
266709292, 70399529
237234791, 59732563
177252042, 38697474
255350084, 64555208
186615250, 34027988
299963583, 81221879
237031458, 57059687
158114250, 38016477
323302542, 91981100
151608375, 30379037
170588542, 44772809
147771333, 37935399
292360875, 85115701
364222166, 104610409
153043833, 36112347
64662709, 6992569
220337000, 59121693
283133750, 76211027
176272250, 43516515
208071542, 55649446
118509375, 22086616
236506334, 59272413
126627541, 28430926
254637167, 70571909
180274292, 46281308
143277333, 22672020
150562584, 27822391
327915042, 92645892
320810083, 98706974
207407625, 61204265
183046708, 44595047
166941583, 37834557
126099500, 17656538
159144501, 27903040
146420792, 26711920
166204041, 34380294
400117167, 106415008
234009000, 52990363
340029209, 88183509
130004375, 11154421
269147791, 65621485
150462958, 22179008
362065208, 105993457
214129333, 53286963
252824875, 67292852
129777458, 14603106
191611875, 42498617
112731792, 24391500
176789167, 45717861
102911958, 15082439
229129542, 57746187
356776209, 103734718
254341625, 65841083
334563250, 97286726
243577376, 74706378
153450333, 32919751
209280750, 49733553
189591292, 50004964
89498291, 10727499
375108167, 104320878
153782500, 32948346
167041625, 44558623
330301292, 95020061
170715542, 39351331
227352667, 60813287
232336751, 62958084
334336458, 97836955
301213583, 85023051
167964292, 42783678
94151208, 11785145
88610750, 6853958
207682334, 45168488
27197417, 160956
159135500, 37800569
234245375, 57171141
135868958, 29897574
287470917, 76163065
234127709, 67045370
361837541, 79141265
308952376, 99147252
182847666, 47961486
84693292, 11680248
283422166, 82881900
269286584, 77228015
119597333, 21839128
309959542, 86417214
143632500, 34640298
207898584, 61383262
323906584, 94332283
236196583, 66753055
388753750, 105277158
363343042, 102095164
143653667, 29327371
331026584, 96400859
155780625, 30578739
183729417, 39223143
440246334, 92331305
347682875, 63774696
111600667, 16330843
109867791, 18601001
411677834, 88942170
201237875, 31914499
225986167, 42216110
535368375, 108262036
158517166, 23139076
306452834, 61403633
330580292, 66552874
414569542, 98654155
148157250, 11030082
480594166, 106039594
213399125, 42080023
451062042, 86472876
477319375, 99625324
405566000, 95783823
412962917, 74821057
236203917, 43521275
227127958, 30857671
206021500, 35625746
103257750, 12739825
439346876, 97469485
345703292, 69106127
466112834, 102170421
450494750, 91899821
46494667, 268002
221706334, 44161014
349062625, 73790227
351363042, 70740315
80630416, 2280990
177928000, 25321612
532140584, 103110917
256379250, 39242301
155847750, 17717147
123337500, 10414193
143733417, 20550843
85023125, 7761465
340370375, 71405202
208989167, 40543494
274515583, 50857837
156421208, 25477769
467527833, 92694599
94079458, 6617224
133806875, 13712236
117216875, 17185077
170037208, 27119835
87230625, 7253025
140925292, 17358448
76191167, 1123803
86697583, 9739751
59656625, 1839668
200420875, 30146645
412050375, 76773410
419127000, 90749944
150650541, 27824214
291962292, 58023606
177174333, 20372319
388764333, 73948465
133468500, 18198005
174800375, 31752661
331010917, 63865653
106843458, 17431645
448633376, 97834940
167669833, 27927000
162644084, 21226373
320416250, 70034088
258538875, 45661886
502980917, 105120699
249334833, 41109883
186666458, 39963323
356184583, 68047638
417062667, 86766175
279296958, 56976390
138213542, 21557563
236745292, 44666729
206148750, 39149162
457516125, 96494709
371606041, 65922337
450422417, 76953857
466272250, 84337356
490972083, 105423336
65908417, 5361537
161266209, 30348086
258062084, 37956048
393045750, 73309381
254897792, 40175538
229506792, 47181574
288070375, 50369637
485146459, 94948844
497202833, 97250622
184802459, 30343366
131076250, 19518841
376272209, 82170366
222157667, 41562714
269482792, 47790000
219837208, 35670114
373731583, 72053594
221080875, 57513967
150245251, 25388748
57535417, 2189318
455818834, 106192039
315557833, 61763572
488532250, 103941302
377243375, 72181498
506035125, 104236058
236604500, 46642999
234265584, 36425898
314858292, 61339294
264365792, 51905402
530266667, 71932986
198313458, 16251576
55336375, 965812
319027750, 71868484
105840250, 7071065
436088876, 93280646
337525833, 53580008
484725083, 91353740
475406834, 95981631
177415458, 21296669
346909625, 52979789
343693542, 82872623
436761626, 86658282
344634333, 63317259
280140334, 66670414
183497083, 22776107
254643084, 40414987
321215750, 59733824
101162666, 10874332
264446875, 51450901
473198542, 96587597
371295334, 74206188
181662333, 30071462
244178125, 41094723
414446667, 90471282
168185083, 23593043
377412750, 73007031
122070041, 10250129
307396458, 62904326
452825375, 83484735
80448709, 8644816
199184000, 25697102
378040125, 71174748
178273250, 16940446
185313916, 32023262
114819541, 11398757
39124792, 561607
476616001, 103409345
186491459, 24436996
108979584, 5049118
176938041, 24378068
282574542, 47500003
65203458, 3632823
215067709, 25684754
465382375, 91894275
141285834, 18592071
135915250, 17669375
226236375, 43267295
411718000, 82153049
158492751, 17995865
98492542, 5545667
191825667, 35615935
169196166, 25245329
482167667, 102887862
175335417, 20920766
89236251, 10133187
297406916, 64625843
218937959, 34889869
453343792, 93348122
294220625, 41335260
245547751, 42689430
514758875, 89359678
285312917, 46548621
436404501, 99842745
349100583, 56532249
108081083, 10802013
474916834, 98798408
395025125, 94733369
479419584, 99742960
454679709, 100093997
264835750, 48270171
205156000, 33160496
107814125, 4676353
364378583, 90381002
235873625, 34628805
188562501, 27118206
181446000, 18344049
283384542, 36108395
417433251, 73853151
259495250, 29964914
262430125, 44124806
448580376, 100061706
407692917, 93095083
511630542, 93609684
76111041, 5789141
447643542, 86361420
159819792, 24888946
321917875, 61376765
397310667, 60070911
295900250, 54120027
199956833, 30188576
237975042, 44612922
325629750, 54436303
465339084, 90496938
239987000, 36381136
424944292, 73782505
363565750, 73969193
269632166, 44532908
482008584, 105857812
69072417, 3671264
150911708, 23386779
242945875, 36047173
359785917, 60303463
476853458, 92913495
377159375, 65416819
451059541, 88421993
491943583, 107290247
181235416, 23116212
316585166, 60597451
212444083, 44959594
324937833, 51413633
235524625, 44126865
330754917, 91992789
446380917, 93899088
410254208, 93176157
363240000, 74091510
81068291, 6042763
321671458, 58872380
233086584, 37397347
115452667, 12129646
208899458, 10610664
303832167, 44811500
384173084, 62960251
285520125, 54458185
334210875, 60805468
276150626, 51934170
101128875, 3246907
111266834, 9320060
124695792, 19427268
234477958, 37495673
410077958, 72615526
266997250, 46461104
333010000, 46536847
535189750, 104691670
507887083, 90600239
518971292, 101327743
309719833, 61002207
437607625, 84237600
140873583, 16785892
133344459, 18560839
100124625, 3505678
335284084, 64938423
513457042, 105794246
533707834, 105889799
317637542, 55798256
446667750, 95788228
296419042, 60202463
161577208, 16054877
233621708, 41125193
159822417, 17994961
461674917, 105107092
229026875, 36522887
170071583, 17248158
326491417, 55013801
442689250, 81450497
99133875, 4156396
480500959, 108068697
232196333, 37001757
393926000, 84317426
305951084, 55224161
216588208, 31741476
234640709, 46576856
451646125, 98585292
320020917, 56095769
476753500, 90469305
74813875, 158744
323087167, 62597598
436406876, 97290054
491335167, 98111620
99953000, 9584929
516782417, 102370058
433712250, 81063630
463667500, 96378068
146316292, 24268024
375618291, 77344611
411507042, 81914835
128061041, 16389868
356374917, 82343885
159882375, 24735189
256066750, 39933612
353195125, 64803409
378814542, 77294059
452906625, 88622481
363369459, 72791128
233162375, 44718464
136271334, 15811914
277910792, 45366073
389488625, 68943149
247048041, 39591327
484300376, 107807323
479297125, 92455615
99938292, 4696960
367669334, 86001772
304847626, 57209892
257088333, 46583750
139274459, 12787457
442933084, 75643377
453832167, 96200894
222455500, 41562936
62913834, 2893763
238047500, 41753200
399984500, 75592207
437651292, 83526748
221546917, 18001329
331196667, 58086636
263669917, 44566077
226261958, 39319586
278002084, 53960177
404046001, 81851348
393770334, 85292390
163556708, 16855552
276569542, 50213504
393950333, 99491581
434966375, 100912267
511520959, 104196193
426702958, 84603123
373126667, 71316998
332203209, 56852012
526647750, 103945717
77727292, 4236931
340471125, 68377264
64031501, 4385803
470022458, 99882283
146059417, 13471787
473826542, 95170302
156301500, 17085763
242834625, 45403444
249740083, 45661543
501983917, 94931053
491273250, 102446906
469692959, 100114403
463811334, 98348135
